"index","Familie","Gattung","Art","D_2__Anaerolineae","D_2__Bacilli","D_2__Bacteroidia","D_2__Clostridia","D_2__Coriobacteriia","D_2__Deltaproteobacteria","D_2__Erysipelotrichia","D_2__Fibrobacteria","D_2__Gammaproteobacteria","D_2__Methanobacteria","D_2__Methanomicrobia","D_2__Negativicutes","D_2__Saccharimonadia","D_2__Spirochaetia","D_2__Synergistia","D_2__Verrucomicrobiae","D_2__Actinobacteria","D_2__Fusobacteriia","D_2__Campylobacteria","D_2__Mollicutes","D_2__Planctomycetacia","D_2__Thermoplasmata","D_2__Burkholderiales bacterium Beta_02","D_2__Elusimicrobia","D_2__Endomicrobia","D_2__Alphaproteobacteria","D_2__Chloroflexia","D_2__Oxyphotobacteria","D_2__Melainabacteria","D_2__Lentisphaeria","D_2__Metamonada","D_2__Leptospirae","D_2__Deferribacteres","D_2__Blastocatellia","D_2__Nucletmycea","D_2__Oligosphaeria"
"DOR0606NEBE1","Felidae","Panthera","Nebelparder",0,35,1738,4278,0,0,0,0,2005,0,0,274,0,0,0,0,0,1997,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606NEBE2","Felidae","Panthera","Nebelparder",0,137,1593,2309,0,0,0,0,233,0,0,190,0,0,0,0,0,2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606PAND1","Ailuridae","Ailurus","Roter_Panda",0,1145,0,743,0,0,0,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606PAND2","Ailuridae","Ailurus","Roter_Panda",0,652,0,1204,0,0,1135,0,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306JAGU3","Felidae","Panthera","Jaguar",0,379,0,1628,0,0,0,0,2066,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306JAGU4","Felidae","Panthera","Jaguar",0,0,0,2208,0,0,0,0,221,0,0,98,0,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LEOP2","Felidae","Panthera","Leopard",0,89,1255,4032,256,0,0,0,1626,106,0,298,95,0,0,122,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LOEF3","Canidae","Otocyon","Loeffelhund",0,0,1171,601,0,0,0,0,226,0,0,0,0,0,0,0,0,1018,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LOEF4","Canidae","Otocyon","Loeffelhund",0,0,243,0,0,12,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LOEF5","Canidae","Otocyon","Loeffelhund",0,0,435,0,0,0,0,0,1607,0,0,140,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306MAEH3","Canidae","Chrysocyon","Maehnenwolf",0,414,0,1310,0,0,0,0,7453,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306MAEH4","Canidae","Chrysocyon","Maehnenwolf",0,0,3331,3629,0,0,0,0,67,115,0,69,0,0,0,0,0,5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306NEBE3","Felidae","Panthera","Nebelparder",0,23,0,1193,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306NEBE4","Felidae","Panthera","Nebelparder",0,202,435,757,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306PAND3","Ailuridae","Ailurus","Roter_Panda",0,2338,605,1514,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306PAND4","Ailuridae","Ailurus","Roter_Panda",0,159,2547,277,0,26,0,0,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ELEN1","Bovidae","Tragelaphus","Elenantilope",0,577,3187,2239,0,77,0,93,0,58,142,183,0,691,0,431,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ELEN2","Bovidae","Tragelaphus","Elenantilope",0,988,2997,2775,0,102,0,268,24,0,0,0,0,734,0,170,0,0,0,15,0,52,0,26,0,11,0,0,0,0,0,0,0,0,0,0
"DOR1607ELEN3","Bovidae","Tragelaphus","Elenantilope",0,1445,4292,4594,0,146,0,166,18,272,0,133,0,884,0,615,0,0,0,0,24,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607GIRA1","Giraffidae","Giraffa","Giraffe",0,625,4163,4930,0,61,0,328,16,220,142,183,28,510,0,119,0,0,0,14,18,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607GIRA2","Giraffidae","Giraffa","Giraffe",0,700,3292,2748,0,30,0,330,0,0,149,207,0,533,0,278,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607GIRA3","Giraffidae","Giraffa","Giraffe",13,623,3843,3363,0,0,16,188,0,199,97,252,0,699,0,302,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607RKAE1","Macropodidae","Osphranter","Riesenkaenguru",0,0,5028,2680,0,27,0,0,69,88,0,139,0,167,0,300,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607RKAE2","Macropodidae","Osphranter","Riesenkaenguru",0,0,9242,3107,0,0,224,0,328,128,0,967,0,15,0,0,0,0,19,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607RKAE3","Macropodidae","Osphranter","Riesenkaenguru",0,0,6499,3876,0,86,29,0,60,0,0,346,0,81,0,706,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ZEBR1","Equidae","Equus","Steppenzebra",0,0,4051,1831,0,0,47,1131,0,53,160,149,0,2631,70,460,0,0,165,21,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ZEBR2","Equidae","Equus","Steppenzebra",0,0,3663,2167,13,0,137,265,0,59,38,286,0,2607,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ZEBR3","Equidae","Equus","Steppenzebra",0,0,2593,1464,0,0,17,352,14,46,0,219,0,2242,0,13,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702GIRA1","Giraffidae","Giraffa","Giraffe",16,11,3245,3804,0,51,0,601,13,293,225,405,30,2307,0,635,0,0,0,0,16,39,0,47,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702GIRA2","Giraffidae","Giraffa","Giraffe",0,79,505,445,0,14,0,112,0,176,0,49,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",45,0,1498,867,0,0,27,293,0,0,28,0,0,1077,0,27,0,0,0,30,0,13,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"DOR2702NASH2","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,0,1730,2282,0,14,41,1116,0,123,60,0,70,2083,0,38,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702NASH3","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,0,1934,1127,0,0,0,22,14,0,168,11,12,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702NASH4","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",35,0,2300,1759,0,0,34,356,0,49,57,0,29,1828,30,127,0,0,0,0,0,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"DOR2702ZEBR1","Equidae","Equus","Steppenzebra",0,0,2813,2461,0,29,233,1497,23,19,0,459,0,2524,0,40,0,0,0,75,21,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702ZEBR2","Equidae","Equus","Steppenzebra",0,0,2468,2147,63,14,77,636,0,645,139,570,0,1771,64,277,0,0,0,328,14,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR2702ZEBR3","Equidae","Equus","Steppenzebra",0,30,2225,1790,0,19,183,842,0,80,33,267,0,2323,0,23,0,0,0,38,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406EISF1","Canidae","Vulpes","Eisfuchs",0,107,82,0,0,0,0,0,1046,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406EISF2","Canidae","Vulpes","Eisfuchs",0,0,3821,847,0,0,30,0,611,0,0,398,0,0,0,0,0,1870,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406LOEW1","Felidae","Panthera","Loewe",0,2177,363,1101,0,0,0,0,4072,0,0,0,0,0,0,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406LOEW2","Felidae","Panthera","Loewe",0,0,1340,3589,82,0,653,0,162,0,0,359,0,0,0,0,0,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406NEBE1","Felidae","Panthera","Nebelparder",0,891,72,1880,0,0,0,0,723,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406NEBE2","Felidae","Panthera","Nebelparder",0,192,2646,1505,0,0,216,0,373,0,0,586,0,0,0,0,0,3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406PAND1","Ailuridae","Ailurus","Roter_Panda",0,1135,0,4263,0,0,1090,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406PAND2","Ailuridae","Ailurus","Roter_Panda",0,1839,0,2328,0,0,0,0,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406TIGA1","Felidae","Panthera","Tiger",0,0,1101,160,0,0,0,0,244,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406TIGA2","Felidae","Panthera","Tiger",0,0,1490,602,0,0,0,0,254,0,0,96,0,0,0,0,0,2265,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406TIGA3","Felidae","Panthera","Tiger",32,0,2637,270,0,0,0,0,2322,0,0,260,0,0,0,0,0,3273,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0406WILD1","Canidae","Lycaon","Wildhund",0,0,3040,510,0,0,215,0,516,0,0,1052,0,0,0,0,0,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0711BONG1","Bovidae","Tragelaphus","Bongo",0,18,5569,4372,0,131,0,15,0,0,0,218,23,645,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0711BONG2","Bovidae","Tragelaphus","Bongo",0,0,2975,2194,0,96,0,0,56,0,0,146,0,507,0,62,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"DUI0811BENN1","Macropodidae","Notamacropus","Bennettkaenguru",0,0,4385,759,0,0,0,0,1234,0,0,1479,0,229,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BENN2","Macropodidae","Notamacropus","Bennettkaenguru",0,0,2433,1740,0,0,0,99,0,0,65,75,0,603,0,289,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BERG1","Macropodidae","Osphranter","Bergkaenguru",0,0,4209,1602,0,0,0,0,32,0,60,205,0,446,0,250,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BERG2","Macropodidae","Osphranter","Bergkaenguru",0,0,1812,1274,0,0,0,0,219,0,25,89,0,95,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811GIRA1","Giraffidae","Giraffa","Giraffe",0,31,832,889,0,0,0,0,0,0,32,69,0,240,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811GIRA2","Giraffidae","Giraffa","Giraffe",0,0,2217,2014,0,51,0,0,0,0,0,196,0,196,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA1","Phascolarctidae","Phascolartos","Koala",0,0,6500,6452,0,461,0,0,85,0,0,646,0,0,637,610,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA2","Phascolarctidae","Phascolartos","Koala",0,0,10019,5463,0,600,0,0,422,0,0,902,0,0,1175,816,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA3","Phascolarctidae","Phascolartos","Koala",0,0,6717,9027,0,407,0,0,392,0,0,568,0,0,2161,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA4","Phascolarctidae","Phascolartos","Koala",0,0,13050,12853,0,1116,0,0,655,0,0,1302,0,0,2894,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA5","Phascolarctidae","Phascolartos","Koala",0,0,7114,4680,0,1046,0,0,441,0,0,995,0,0,550,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA6","Phascolarctidae","Phascolartos","Koala",0,0,6128,7132,0,571,0,0,523,0,0,873,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811SUMF1","Macropodidae","Wallabia","Sumpfwallaby",0,0,2566,1327,0,0,0,0,139,0,45,50,0,198,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811SUMF2","Macropodidae","Wallabia","Sumpfwallaby",0,0,2663,1331,0,0,0,0,0,0,56,264,0,212,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TEUF1","Dasyuridae","Sarcophilus","Beutelteufel",0,57,0,2181,0,0,0,0,2140,0,0,0,0,0,0,0,0,609,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TEUF2","Dasyuridae","Sarcophilus","Beutelteufel",0,1621,0,2328,0,0,0,0,5318,0,0,0,0,0,0,0,0,206,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TUSI1","Bovidae","Bos","Watussi",0,47,2455,1567,0,103,0,79,0,0,19,146,0,389,0,43,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TUSI2","Bovidae","Bos","Watussi",0,0,1830,1007,0,88,0,24,0,35,0,115,0,131,0,171,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TUSI3","Bovidae","Bos","Watussi",0,0,976,500,0,49,0,51,0,0,120,88,0,155,0,86,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB1","Vombatidae","Vombatus","Wombat",0,0,7393,3512,0,196,21,0,680,0,241,1451,107,621,116,0,0,0,0,0,0,255,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB2","Vombatidae","Vombatus","Wombat",0,0,2941,1989,0,0,23,0,0,0,192,566,0,3640,64,128,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB3","Vombatidae","Vombatus","Wombat",0,0,1778,2874,0,0,54,2158,677,0,0,106,0,167,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB4","Vombatidae","Vombatus","Wombat",0,0,3277,3497,0,44,69,0,1367,0,223,670,0,323,0,0,0,0,0,0,29,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1010KUOT1","Mustelidae","Aonyx","Kurzkrallenotter",0,263,167,9935,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1010NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,0,6533,3652,0,0,29,497,0,30,0,150,65,1432,64,0,0,0,0,74,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1010PINS1","Suidae","Potamochoerus","Pinselohrschwein",0,91,4577,4076,0,0,0,192,29,202,0,457,0,2785,12,253,0,0,15,44,50,346,0,129,0,18,0,0,0,0,0,0,0,0,0,0
"DUI1010RENT1","Cervidae","Rangifer","Rentier",0,0,4325,2630,0,0,0,0,0,18,0,236,0,144,0,140,0,0,75,0,25,20,0,42,0,52,0,0,0,0,0,0,0,0,0,0
"DUI1106EISF3","Canidae","Vulpes","Eisfuchs",0,1218,1722,2507,0,274,85,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106EISF4","Canidae","Vulpes","Eisfuchs",0,717,199,611,0,0,0,0,493,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106LOEW3","Felidae","Panthera","Loewe",0,53,135,5102,148,0,1357,0,33,0,0,50,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106LOEW4","Felidae","Panthera","Loewe",0,0,85,5273,0,0,546,0,0,0,0,17,0,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106NEBE3","Felidae","Panthera","Nebelparder",0,448,331,2562,0,0,63,0,519,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106NEBE4","Felidae","Panthera","Nebelparder",0,0,162,665,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106PAND3","Ailuridae","Ailurus","Roter_Panda",0,28,222,0,0,0,0,0,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106PAND4","Ailuridae","Ailurus","Roter_Panda",0,588,0,7291,0,0,3144,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106TIGA4","Felidae","Panthera","Tiger",0,0,1532,1160,0,0,0,0,603,0,0,74,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106TIGA5","Felidae","Panthera","Tiger",0,0,536,4398,0,0,0,0,1633,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106WILD2","Canidae","Lycaon","Wildhund",0,160,4584,351,0,0,133,0,9384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,0,0,0,0,0,0,0,0
"DUI1106WILD3","Canidae","Lycaon","Wildhund",0,0,501,417,0,0,0,0,590,0,0,79,0,0,0,0,0,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ELEF1","Elephantidae","Loxodonta","AfrikElefant",0,0,5290,3600,0,80,668,85,0,0,175,720,0,2412,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ELEF2","Elephantidae","Loxodonta","AfrikElefant",0,0,5185,3656,0,134,630,0,0,10,194,711,0,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ELEF3","Elephantidae","Loxodonta","AfrikElefant",0,0,3955,2553,0,86,374,87,0,0,146,559,0,2123,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607FOSA1","Felidae","Cryptoprocta","Fossa",0,84,1766,5383,0,0,75,0,2713,0,0,0,0,0,0,0,25,7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607FOSA2","Felidae","Cryptoprocta","Fossa",0,1217,509,8360,49,0,326,0,1369,0,0,26,0,0,0,0,102,2179,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
"DUI1607FOSA3","Felidae","Cryptoprocta","Fossa",0,1894,292,11217,142,0,259,0,178,0,0,79,0,0,0,0,164,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607KOLA1","Phascolarctidae","Phascolartos","Koala",0,0,10298,9029,0,775,0,0,175,38,0,1215,0,0,836,1359,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607KOLA2","Phascolarctidae","Phascolartos","Koala",0,0,19226,4271,0,796,0,0,186,0,0,1367,0,0,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ORAN1","Homininae","Pongo","Orang-Utan",0,0,2153,6002,0,124,44,0,1739,470,0,432,94,565,19,419,0,0,68,0,846,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ORAN2","Homininae","Pongo","Orang-Utan",0,0,5792,7594,0,273,347,0,136,471,0,501,20,553,18,0,0,0,0,0,180,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TAPI1","Tapiridae","Tapirus","Tapir",0,78,8826,7889,0,135,0,285,34,177,0,1025,130,1877,54,4422,0,0,0,0,44,196,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TAPI2","Tapiridae","Tapirus","Tapir",0,0,5522,4333,0,68,0,538,113,110,0,464,32,1854,29,2512,0,0,0,0,29,355,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TEUF1","Dasyuridae","Sarcophilus","Beutelteufel",0,435,0,11187,0,0,0,0,4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TEUF2","Dasyuridae","Sarcophilus","Beutelteufel",0,0,0,6069,0,0,0,0,9159,0,0,0,0,0,0,0,184,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TEUF3","Dasyuridae","Sarcophilus","Beutelteufel",0,0,5292,4004,0,0,0,0,9222,0,0,0,0,0,0,0,0,1787,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
"FRA0107LOEW3","Felidae","Panthera","Loewe",0,1561,3320,1426,0,270,0,0,49,0,0,914,0,0,0,0,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207FENN3","Canidae","Vulpes","Fennek",0,0,1758,488,0,0,0,0,377,0,0,123,0,0,0,0,0,352,0,0,0,20,0,165,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207FENN4","Canidae","Vulpes","Fennek",0,0,1264,253,0,45,0,0,217,0,0,40,0,0,0,0,0,332,0,0,0,38,0,120,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW4","Felidae","Panthera","Loewe",0,1928,2111,1353,118,142,0,0,55,0,0,2038,0,0,0,0,0,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW5","Felidae","Panthera","Loewe",0,2442,4272,2093,82,209,24,0,989,0,0,335,0,0,0,0,0,1465,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW6","Felidae","Panthera","Loewe",0,85,110,6596,240,0,139,0,37,0,0,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WALD10","Canidae","Speothos","Waldhund",0,664,1657,4589,0,0,39,0,219,0,0,401,0,0,0,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WALD9","Canidae","Speothos","Waldhund",0,35,4048,3478,0,0,69,0,196,0,0,599,0,0,0,0,0,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD4","Canidae","Lycaon","Wildhund",0,0,1729,230,0,0,0,0,101,0,0,152,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD5","Canidae","Lycaon","Wildhund",0,0,3627,2417,0,0,755,0,0,0,0,146,0,0,0,0,0,2838,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD6","Canidae","Lycaon","Wildhund",0,0,1199,1139,0,0,404,0,44,0,0,0,0,0,0,0,0,2513,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GGLA1","Callitrichidae","Leontopithecus","Loewenaffe",0,220,23245,10572,140,216,537,0,918,0,0,3234,38,0,0,0,724,0,0,0,0,44,0,578,0,0,0,0,192,0,0,0,0,0,0,0
"FRA0507GGLA2","Callitrichidae","Leontopithecus","Loewenaffe",0,46,10143,4185,54,65,351,0,411,0,0,1439,0,0,0,75,0,0,54,0,0,106,0,799,0,0,0,0,173,0,0,0,0,0,0,0
"FRA0507GGLA3","Callitrichidae","Leontopithecus","Loewenaffe",0,481,14134,4633,97,46,248,0,776,0,0,1749,33,0,0,0,207,95,29,0,0,0,0,173,0,0,0,0,105,0,0,0,0,0,0,0
"FRA0507GIRA1","Giraffidae","Giraffa","Giraffe",0,0,3172,4957,0,115,0,0,99,110,0,189,0,419,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GIRA2","Giraffidae","Giraffa","Giraffe",0,244,4403,5246,0,160,16,0,46,28,0,408,0,508,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GORI1","Homininae","Gorilla","Gorilla",0,2863,11396,7982,0,177,76,0,788,600,0,747,66,2516,0,0,228,0,0,0,27,450,0,39,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GORI2","Homininae","Gorilla","Gorilla",0,1816,7406,5300,0,129,22,27,1250,853,0,770,51,1876,0,0,133,0,0,0,0,195,0,46,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507OKAP1","Giraffidae","Okapia","Okapi",0,0,3485,4713,0,131,0,0,260,0,0,133,0,1037,0,586,0,0,0,48,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507OKAP2","Giraffidae","Okapia","Okapi",0,1470,4730,7133,0,83,0,0,1404,273,0,230,0,860,0,1184,0,0,0,28,16,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507OKAP3","Giraffidae","Okapia","Okapi",0,73,5088,2824,0,131,0,564,0,19,357,243,0,1488,0,2182,0,0,0,33,22,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411BONG1","Bovidae","Tragelaphus","Bongo",0,181,10277,11033,0,377,0,0,0,0,126,934,125,3445,0,870,0,0,0,31,0,10,0,65,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411BONG2","Bovidae","Tragelaphus","Bongo",0,3626,6625,4177,0,186,0,0,18,0,72,306,21,1434,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
