"index","Familie","Gattung","Art","D_2__Anaerolineae","D_2__Bacilli","D_2__Bacteroidia","D_2__Clostridia","D_2__Coriobacteriia","D_2__Deltaproteobacteria","D_2__Erysipelotrichia","D_2__Fibrobacteria","D_2__Gammaproteobacteria","D_2__Methanobacteria","D_2__Methanomicrobia","D_2__Negativicutes","D_2__Saccharimonadia","D_2__Spirochaetia","D_2__Synergistia","D_2__Verrucomicrobiae","D_2__Actinobacteria","D_2__Fusobacteriia","D_2__Campylobacteria","D_2__Mollicutes","D_2__Planctomycetacia","D_2__Thermoplasmata","D_2__Burkholderiales bacterium Beta_02","D_2__Elusimicrobia","D_2__Endomicrobia","D_2__Alphaproteobacteria","D_2__Chloroflexia","D_2__Oxyphotobacteria","D_2__Melainabacteria","D_2__Lentisphaeria","D_2__Metamonada","D_2__Leptospirae","D_2__Deferribacteres","D_2__Blastocatellia","D_2__Nucletmycea","D_2__Oligosphaeria"
"OPE2709TRAM2","Camelidae","Camelus","Trampeltier",0,0,1238,630,0,53,0,0,0,19,123,95,0,537,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2709ZEBR1","Equidae","Equus","Steppenzebra",0,0,1448,597,0,0,10,565,0,0,0,0,0,1474,15,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2709ZEBR2","Equidae","Equus","Steppenzebra",0,0,1054,580,0,0,0,160,0,0,0,0,0,563,12,86,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2809BERG1","Macropodidae","Osphranter","Bergkaenguru",129,0,2954,3037,0,0,0,369,0,111,0,152,0,801,0,190,0,0,139,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2809ELEN1","Bovidae","Tragelaphus","Elenantilope",0,0,2608,1778,0,80,0,127,0,0,0,0,0,1390,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2809ELEN2","Bovidae","Tragelaphus","Elenantilope",0,0,3168,3367,0,0,0,0,0,50,0,219,0,356,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2809RENT1","Cervidae","Rangifer","Rentier",0,0,4115,3791,0,0,0,0,0,0,0,249,0,88,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2809RENT2","Cervidae","Rangifer","Rentier",0,0,5117,5915,0,0,31,0,0,0,0,448,0,351,0,171,0,0,0,44,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2809RIES1","Macropodidae","Osphranter","Riesenkaenguru",0,0,3344,1901,0,0,0,0,113,0,0,306,0,651,0,25,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2809RIES2","Macropodidae","Osphranter","Riesenkaenguru",0,80,5755,3204,0,0,41,0,350,0,18,1070,0,921,0,21,0,0,21,0,0,38,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1211BAER1","Ursidae","Ursus","Braunbaer",0,3038,0,14259,0,0,1067,0,3448,0,0,0,0,0,0,0,0,4787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1211BAER2","Ursidae","Ursus","Braunbaer",0,3840,0,14472,0,0,2274,0,694,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1311BAER1","Ursidae","Ursus","Braunbaer",0,1409,0,15890,0,0,1589,0,2661,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1311BAER2","Ursidae","Ursus","Braunbaer",0,2524,16,5442,0,0,1907,0,1012,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1411BAER1","Ursidae","Ursus","Braunbaer",0,251,25,8864,0,0,395,0,929,0,0,0,10,0,0,0,0,11587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1411BAER2","Ursidae","Ursus","Braunbaer",0,476,0,4921,0,0,206,0,1731,0,0,0,0,0,0,0,0,5370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1511BAER1","Ursidae","Ursus","Braunbaer",0,170,73,8779,0,0,572,0,2944,0,0,0,0,0,0,0,0,9986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1511BAER2","Ursidae","Ursus","Braunbaer",0,155,0,8282,0,0,485,0,4780,0,0,0,0,0,0,0,0,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1611BAER1","Ursidae","Ursus","Braunbaer",0,6113,271,5627,0,0,1465,0,3149,0,0,0,0,0,0,0,952,3079,0,0,0,0,0,0,0,1161,0,0,0,0,0,0,0,0,0,0
"SCH1611BAER2","Ursidae","Ursus","Braunbaer",0,6601,0,30281,0,0,3997,0,2618,0,0,0,0,0,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1711BAER1","Ursidae","Ursus","Braunbaer",0,644,2900,6648,0,0,359,0,1633,0,0,0,0,0,0,0,0,12238,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1711BAER2","Ursidae","Ursus","Braunbaer",0,1852,0,11751,0,0,1936,0,1999,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1811BAER1","Ursidae","Ursus","Braunbaer",0,5818,1329,28571,0,0,1146,0,4045,0,0,55,0,0,0,0,0,21988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1811BAER2","Ursidae","Ursus","Braunbaer",0,745,0,10480,0,0,596,0,2242,0,0,0,0,0,0,0,0,5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1911BAER1","Ursidae","Ursus","Braunbaer",0,3781,283,6225,0,0,550,0,876,0,0,0,0,0,0,0,211,3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH1911BAER2","Ursidae","Ursus","Braunbaer",0,19,98,15234,0,0,229,0,6071,0,0,0,0,0,0,0,0,2591,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2505BAER1","Ursidae","Ursus","Braunbaer",0,7773,392,891,0,0,473,0,3959,0,0,0,0,0,0,0,1513,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0
"SCH2505BAER2","Ursidae","Ursus","Braunbaer",0,5377,0,4221,0,0,613,0,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2605BAER1","Ursidae","Ursus","Braunbaer",0,109,0,8206,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2605BAER2","Ursidae","Ursus","Braunbaer",0,3759,0,10189,0,0,2184,0,246,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2705BAER1","Ursidae","Ursus","Braunbaer",0,3231,0,11561,0,0,654,0,1087,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2705BAER2","Ursidae","Ursus","Braunbaer",0,2555,0,4410,0,0,3395,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2805BAER1","Ursidae","Ursus","Braunbaer",0,775,0,6890,0,0,139,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2805BAER2","Ursidae","Ursus","Braunbaer",0,1819,0,7479,0,0,2080,0,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2805ERDM1","Herpestidae","Suricata","Erdmaennchen",0,258,3624,10905,18,0,102,0,806,0,0,212,0,0,0,0,0,1468,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2805ERDM2","Herpestidae","Suricata","Erdmaennchen",0,360,16,6896,0,0,127,0,22,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2805ERDM3","Herpestidae","Suricata","Erdmaennchen",0,222,2222,3110,0,52,39,0,175,0,0,316,0,0,0,0,0,1265,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2905BAER1","Ursidae","Ursus","Braunbaer",0,308,0,2765,0,0,1081,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2905BAER2","Ursidae","Ursus","Braunbaer",0,39,0,5657,0,0,874,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2905NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",188,40,2764,4209,16,0,20,142,0,319,0,163,73,996,0,44,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2905NASH2","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",54,98,1743,2530,0,0,0,50,0,229,181,43,51,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2006GEPA1","Felidae","Acinonyx","Gepard",0,0,2227,2421,0,0,0,0,2670,0,0,642,0,0,0,0,0,4473,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2006LEOP1","Felidae","Panthera","Leopard",0,1635,18,766,0,0,0,0,7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2006LOEW1","Felidae","Panthera","Loewe",0,0,1723,396,0,0,18,0,3226,0,0,110,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2006LOEW2","Felidae","Panthera","Loewe",0,0,3551,1048,16,0,26,0,657,0,0,598,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2006TIGA1","Felidae","Panthera","Tiger",0,0,1434,2026,0,0,0,0,578,0,0,0,0,0,0,0,0,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2006WALD1","Canidae","Speothos","Waldhund",0,0,1211,683,0,0,0,0,338,0,0,125,0,0,0,0,0,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2006WALD2","Canidae","Speothos","Waldhund",0,0,1846,1374,0,0,0,0,615,0,0,0,0,0,0,0,0,2743,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2706GEPA2","Felidae","Acinonyx","Gepard",0,0,1015,667,0,0,111,0,491,0,0,0,0,0,0,0,0,2535,1420,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
"STU2706GEPA3","Felidae","Acinonyx","Gepard",0,0,3928,1258,0,0,64,0,1028,0,0,511,0,0,0,0,0,3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2706LOEW3","Felidae","Panthera","Loewe",0,293,1717,1509,0,0,18,0,1316,0,0,78,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2706LOEW4","Felidae","Panthera","Loewe",0,41,3644,4189,12,0,421,0,103,0,0,362,0,0,0,0,0,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2706TIGA2","Felidae","Panthera","Tiger",0,0,6322,2514,0,0,0,0,1438,0,0,747,0,0,0,0,0,3459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2706WALD3","Canidae","Speothos","Waldhund",0,2238,0,777,0,0,0,0,4713,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2706WALD4","Canidae","Speothos","Waldhund",0,0,536,1536,0,0,0,0,160,0,0,0,0,0,0,0,0,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506GEPA1","Felidae","Acinonyx","Gepard",0,0,767,352,0,0,0,0,93,0,0,67,0,0,0,0,0,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506LOEW1","Felidae","Panthera","Loewe",0,0,1707,3558,171,0,310,0,3128,0,0,375,0,0,0,0,0,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506NEBE1","Felidae","Panthera","Nebelparder",0,45,2896,2167,0,0,604,0,726,0,0,643,0,0,0,0,0,1540,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506NEBE2","Felidae","Panthera","Nebelparder",0,1170,2703,1518,0,0,241,0,144,0,0,126,0,0,0,0,0,963,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506NEBE3","Felidae","Panthera","Nebelparder",0,78,706,2412,0,0,0,0,1394,0,0,1034,0,0,0,0,0,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506PAND1","Ailuridae","Ailurus","Roter_Panda",0,1381,82,1560,0,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506PAND2","Ailuridae","Ailurus","Roter_Panda",0,230,0,489,0,0,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL1","Felidae","Panthera","Schneeleopard",0,0,1364,3934,44,0,44,0,216,0,0,265,0,0,0,0,0,2175,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL2","Felidae","Panthera","Schneeleopard",0,0,28,5826,0,0,0,0,1233,0,0,0,0,0,0,0,0,128,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL3","Felidae","Panthera","Schneeleopard",0,0,2412,2976,355,0,230,0,901,0,0,916,0,0,0,0,0,3438,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL4","Felidae","Panthera","Schneeleopard",0,0,0,3902,0,0,0,0,1388,0,0,0,0,0,0,0,0,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL5","Felidae","Panthera","Schneeleopard",0,0,61,3775,78,0,139,0,81,0,0,43,0,0,0,0,0,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL6","Felidae","Panthera","Schneeleopard",0,0,87,3559,43,0,0,0,886,0,0,150,0,0,0,0,0,3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506TIGA1","Felidae","Panthera","Tiger",0,0,1406,693,0,0,0,0,1379,0,0,135,0,0,0,0,0,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206GEPA2","Felidae","Acinonyx","Gepard",0,0,397,7816,0,0,0,0,974,13,0,0,0,0,0,0,0,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206LEOP2","Felidae","Panthera","Leopard",0,0,1712,599,0,0,0,0,2423,0,0,58,0,0,0,0,0,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206LEOP3","Felidae","Panthera","Leopard",0,33,395,4675,113,0,334,0,420,0,0,92,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"WUP1206LOEW2","Felidae","Panthera","Loewe",0,359,34,119,0,0,0,0,5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206NEBE4","Felidae","Panthera","Nebelparder",0,396,102,2404,0,0,290,0,770,0,0,335,0,0,0,0,0,46,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206PAND3","Ailuridae","Ailurus","Roter_Panda",0,2528,474,3541,0,0,489,0,5393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206PAND4","Ailuridae","Ailurus","Roter_Panda",0,374,702,484,0,0,181,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206SEEL10","Felidae","Panthera","Schneeleopard",0,41,0,9724,962,0,431,0,114,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206SEEL7","Felidae","Panthera","Schneeleopard",0,0,1589,5067,141,0,562,0,184,0,0,1345,0,0,0,0,0,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206SEEL8","Felidae","Panthera","Schneeleopard",0,30,1571,4842,118,0,156,0,495,0,0,118,0,0,0,0,0,10119,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206SEEL9","Felidae","Panthera","Schneeleopard",0,20,1793,4475,623,0,407,0,439,68,0,547,0,0,0,0,0,4292,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206TIGA2","Felidae","Panthera","Tiger",0,0,81,6176,0,0,738,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507BONG1","Bovidae","Tragelaphus","Bongo",0,282,8009,6880,0,30,14,0,42,477,0,45,135,1963,0,1948,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507BONG2","Bovidae","Tragelaphus","Bongo",0,707,8077,3876,0,202,0,0,0,244,0,35,0,877,0,154,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507BONG3","Bovidae","Tragelaphus","Bongo",0,205,8851,3820,0,0,144,0,339,139,0,0,35,811,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507OKAP1","Giraffidae","Okapia","Okapi",0,72,3980,2645,0,0,0,157,27,65,137,61,34,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507OKAP2","Giraffidae","Okapia","Okapi",0,5272,9535,5381,0,71,0,0,1408,0,731,439,0,1665,0,1317,0,0,313,0,0,315,0,37,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507OKAP3","Giraffidae","Okapia","Okapi",0,2674,3828,2094,0,29,0,0,888,0,367,190,0,881,0,196,0,0,35,0,0,55,0,27,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507OKAP4","Giraffidae","Okapia","Okapi",0,0,6112,3557,0,55,0,251,0,0,378,105,0,1207,0,214,0,0,80,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507OKAP5","Giraffidae","Okapia","Okapi",0,86,4683,2390,0,25,0,0,399,0,307,176,0,473,0,453,0,0,55,19,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507ZEBR1","Equidae","Equus","Steppenzebra",0,597,3361,3140,0,30,70,477,297,0,0,275,0,2374,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507ZEBR2","Equidae","Equus","Steppenzebra",0,42,4198,3245,0,16,73,772,0,56,18,462,0,2366,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507ZEBR3","Equidae","Equus","Steppenzebra",0,1728,3592,1638,0,0,0,643,587,0,14,312,0,2742,0,69,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2301EBER1","Suidae","Babyrousa","Hirscheber",0,44,9075,27726,52,136,1164,122,0,384,0,0,0,1845,0,99,0,0,0,362,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2301EBER2","Suidae","Babyrousa","Hirscheber",0,1904,699,13121,0,12,416,0,4353,725,0,0,0,1136,0,403,432,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2301EBER3","Suidae","Babyrousa","Hirscheber",0,33,2323,12482,0,0,159,0,0,251,0,60,0,1381,0,53,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2301EBER4","Suidae","Babyrousa","Hirscheber",0,141,1115,7536,0,0,48,0,0,545,0,0,0,630,0,353,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2301EBER5","Suidae","Babyrousa","Hirscheber",0,61,2296,10216,0,0,216,0,0,313,0,0,0,1885,0,142,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2301ELEF1","Elephantidae","Loxodonta","AfrikElefant",27,0,6056,4996,20,0,31,273,0,30,422,252,0,1816,368,62,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"WUP2301ELEF2","Elephantidae","Loxodonta","AfrikElefant",30,0,5398,6390,0,0,19,65,0,36,400,172,0,3460,290,0,0,0,0,0,0,18,0,0,0,0,0,0,0,23,0,0,0,0,0,0
"WUP2301ELEF3","Elephantidae","Loxodonta","AfrikElefant",60,0,3884,3543,0,0,180,0,16,47,102,154,0,1839,121,0,0,0,0,18,0,50,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"WUP2301ELEF4","Elephantidae","Loxodonta","AfrikElefant",89,0,6352,7090,51,0,194,0,50,68,323,279,0,3712,168,120,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2301ELEF5","Elephantidae","Loxodonta","AfrikElefant",183,0,5130,4711,23,61,17,146,27,897,59,169,0,2589,918,244,0,0,0,0,103,142,0,0,0,0,0,0,0,71,0,0,0,0,0,0
"WUP2501GORI1","Homininae","Gorilla","Gorilla",0,1496,1268,2471,0,68,591,33,131,709,0,37,0,208,0,0,181,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2501GORI2","Homininae","Gorilla","Gorilla",0,1364,1828,4323,182,172,709,0,276,1646,0,467,36,0,35,86,185,0,0,0,91,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2501VARI1","Lemuridae","Varecia","Vari",0,0,10595,9194,131,20,305,0,495,0,0,2628,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2501VARI2","Lemuridae","Varecia","Vari",0,0,10989,9945,117,0,488,0,2902,0,0,3573,0,130,0,337,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2501VARI3","Lemuridae","Varecia","Vari",0,0,14539,9453,308,0,265,0,278,0,0,1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
