"index","Familie","Gattung","Art","D_0__Archaea","D_0__Bacteria","D_0__Eukaryota"
"NEU1712TIGA1","Felidae","Panthera","Tiger",0,16884,0
"NEU1712TIGA2","Felidae","Panthera","Tiger",0,28607,0
"NEU1812TIGA21","Felidae","Panthera","Tiger",0,22967,0
"NEU1812TIGA22","Felidae","Panthera","Tiger",0,25885,0
"NEU1912TIGA1","Felidae","Panthera","Tiger",0,17283,0
"NEU2012TIGA1","Felidae","Panthera","Tiger",0,26798,0
"NEU2704GEPA1","Felidae","Acinonyx","Gepard",0,6944,0
"NEU2704GEPA2","Felidae","Acinonyx","Gepard",0,6537,0
"NEU2704GEPA3","Felidae","Acinonyx","Gepard",0,5621,0
"NEU2704LOEW1","Felidae","Panthera","Loewe",0,10333,0
"NEU2704LOEW2","Felidae","Panthera","Loewe",0,17802,0
"NEU2704LOEW3","Felidae","Panthera","Loewe",0,9461,0
"NEU2704LOEW4","Felidae","Panthera","Loewe",0,12717,0
"NEU2704LOEW5","Felidae","Panthera","Loewe",0,6123,0
"NEU2704LOEW6","Felidae","Panthera","Loewe",0,8800,0
"NEU2704LOEW9","Felidae","Panthera","Loewe",0,8342,0
"NEU2704MAEH1","Canidae","Chrysocyon","Maehnenwolf",0,14818,0
"NEU2704MAEH2","Canidae","Chrysocyon","Maehnenwolf",0,6638,0
"NEU2704MAEH3","Canidae","Chrysocyon","Maehnenwolf",0,6218,0
"NEU2704PAND3","Ailuridae","Ailurus","Roter_Panda",0,10264,0
"NEU2704TIGA1","Felidae","Panthera","Tiger",0,6605,0
"NKN1008FOSA1","Felidae","Cryptoprocta","Fossa",0,21986,0
"NKN1008FOSA2","Felidae","Cryptoprocta","Fossa",0,24439,0
"NKN3007FOSA1","Felidae","Cryptoprocta","Fossa",49,12774,0
"NKN3007FOSA2","Felidae","Cryptoprocta","Fossa",0,18324,0
"NUR0503ELEN1","Bovidae","Tragelaphus","Elenantilope",0,1573,0
"NUR0503ELEN2","Bovidae","Tragelaphus","Elenantilope",0,1182,0
"NUR0503ELEN3","Bovidae","Tragelaphus","Elenantilope",115,1485,0
"NUR0503ELEN4","Bovidae","Tragelaphus","Elenantilope",490,10497,0
"OPE0603ERDM1","Herpestidae","Suricata","Erdmaennchen",0,21792,0
"OPE0603ERDM2","Herpestidae","Suricata","Erdmaennchen",0,7887,0
"OPE0603ERDM3","Herpestidae","Suricata","Erdmaennchen",0,16488,0
"OPE0802GNUS1","Bovidae","Connochaetes","Gnu",29,4358,0
"OPE0802GNUS2","Bovidae","Connochaetes","Gnu",12,2504,0
"OPE0802ZEBR1","Equidae","Equus","Steppenzebra",92,2629,0
"OPE0902GNUS1","Bovidae","Connochaetes","Gnu",150,5507,0
"OPE0902GNUS2","Bovidae","Connochaetes","Gnu",1611,38380,0
"OPE0902ZEBR1","Equidae","Equus","Steppenzebra",139,4363,0
"OPE1002GNUS1","Bovidae","Connochaetes","Gnu",159,5319,0
"OPE1002GNUS2","Bovidae","Connochaetes","Gnu",211,3694,0
"OPE1002ZEBR1","Equidae","Equus","Steppenzebra",61,2558,0
"OPE1102GNUS1","Bovidae","Connochaetes","Gnu",60,3451,0
"OPE1102GNUS2","Bovidae","Connochaetes","Gnu",175,3928,0
"OPE1102ZEBR1","Equidae","Equus","Steppenzebra",74,3031,0
"OPE1202GNUS1","Bovidae","Connochaetes","Gnu",158,11647,0
"OPE1202GNUS2","Bovidae","Connochaetes","Gnu",33,4511,0
"OPE1202ZEBR1","Equidae","Equus","Steppenzebra",67,1958,0
"OPE1302GNUS1","Bovidae","Connochaetes","Gnu",0,4398,0
"OPE1302GNUS2","Bovidae","Connochaetes","Gnu",472,6527,0
"OPE1302ZEBR1","Equidae","Equus","Steppenzebra",15,2390,0
"OPE1402GNUS1","Bovidae","Connochaetes","Gnu",172,5826,0
"OPE1402GNUS2","Bovidae","Connochaetes","Gnu",1189,26432,0
"OPE1402ZEBR1","Equidae","Equus","Steppenzebra",36,1725,0
"OPE1502GNUS1","Bovidae","Connochaetes","Gnu",39,3697,0
"OPE1502GNUS2","Bovidae","Connochaetes","Gnu",492,11062,0
"OPE1502ZEBR1","Equidae","Equus","Steppenzebra",68,1383,0
"OPE1807EISF1","Canidae","Vulpes","Eisfuchs",0,7493,0
"OPE1807EISF2","Canidae","Vulpes","Eisfuchs",0,4398,0
"OPE1807EISF3","Canidae","Vulpes","Eisfuchs",0,4861,0
"OPE1807EISF4","Canidae","Vulpes","Eisfuchs",0,3970,0
"OPE1807EISF5","Canidae","Vulpes","Eisfuchs",0,7849,0
"OPE1807EISF6","Canidae","Vulpes","Eisfuchs",0,6085,0
"OPE1807GEPA1","Felidae","Acinonyx","Gepard",0,28917,0
"OPE1807GEPA2","Felidae","Acinonyx","Gepard",0,8368,0
"OPE1807LOEF1","Canidae","Otocyon","Loeffelhund",0,12187,0
"OPE1807LOEF2","Canidae","Otocyon","Loeffelhund",0,5782,0
"OPE1807LOEF3","Canidae","Otocyon","Loeffelhund",0,9876,0
"OPE1807PAND1","Ailuridae","Ailurus","Roter_Panda",0,6851,0
"OPE1807PAND2","Ailuridae","Ailurus","Roter_Panda",0,13844,0
"OPE2507EISF10","Canidae","Vulpes","Eisfuchs",0,9884,0
"OPE2507EISF11","Canidae","Vulpes","Eisfuchs",0,1596,0
"OPE2507EISF12","Canidae","Vulpes","Eisfuchs",0,5665,0
"OPE2507EISF7","Canidae","Vulpes","Eisfuchs",0,1799,0
"OPE2507EISF8","Canidae","Vulpes","Eisfuchs",0,1365,0
"OPE2507EISF9","Canidae","Vulpes","Eisfuchs",0,612,0
"OPE2507GEPA3","Felidae","Acinonyx","Gepard",0,11716,0
"OPE2507GEPA4","Felidae","Acinonyx","Gepard",0,6808,0
"OPE2507GEPA5","Felidae","Acinonyx","Gepard",0,7240,0
"OPE2507LOEF4","Canidae","Otocyon","Loeffelhund",0,9983,0
"OPE2507LOEF5","Canidae","Otocyon","Loeffelhund",0,6746,0
"OPE2507LOEF6","Canidae","Otocyon","Loeffelhund",0,5063,0
"OPE2507PAND3","Ailuridae","Ailurus","Roter_Panda",0,6529,0
"OPE2507PAND4","Ailuridae","Ailurus","Roter_Panda",0,24569,0
"OPE2709ELEF1","Elephantidae","Loxodonta","AfrikElefant",344,6583,0
"OPE2709ELEF2","Elephantidae","Loxodonta","AfrikElefant",191,5391,0
"OPE2709ELEF3","Elephantidae","Loxodonta","AfrikElefant",84,6285,0
"OPE2709GIRA1","Giraffidae","Giraffa","Giraffe",119,9738,0
"OPE2709GIRA2","Giraffidae","Giraffa","Giraffe",171,9325,0
"OPE2709GNUS1","Bovidae","Connochaetes","Gnu",143,3910,0
"OPE2709GNUS2","Bovidae","Connochaetes","Gnu",0,1225,0
"OPE2709IMPA1","Bovidae","Aepyceros","Impala",0,3101,0
"OPE2709IMPA2","Bovidae","Aepyceros","Impala",77,9251,0
"OPE2709TRAM1","Camelidae","Camelus","Trampeltier",94,1327,0
"OPE2709TRAM2","Camelidae","Camelus","Trampeltier",142,2909,0
"OPE2709ZEBR1","Equidae","Equus","Steppenzebra",25,4109,0
"OPE2709ZEBR2","Equidae","Equus","Steppenzebra",17,2455,0
"OPE2809BERG1","Macropodidae","Osphranter","Bergkaenguru",244,7771,0
"OPE2809ELEN1","Bovidae","Tragelaphus","Elenantilope",0,6390,0
"OPE2809ELEN2","Bovidae","Tragelaphus","Elenantilope",50,7297,0
"OPE2809RENT1","Cervidae","Rangifer","Rentier",0,8397,0
"OPE2809RENT2","Cervidae","Rangifer","Rentier",61,12077,0
"OPE2809RIES1","Macropodidae","Osphranter","Riesenkaenguru",0,6358,0
"OPE2809RIES2","Macropodidae","Osphranter","Riesenkaenguru",56,11482,0
"SCH1211BAER1","Ursidae","Ursus","Braunbaer",0,26599,0
"SCH1211BAER2","Ursidae","Ursus","Braunbaer",0,21717,0
"SCH1311BAER1","Ursidae","Ursus","Braunbaer",0,22173,0
"SCH1311BAER2","Ursidae","Ursus","Braunbaer",0,11157,0
"SCH1411BAER1","Ursidae","Ursus","Braunbaer",0,22061,0
"SCH1411BAER2","Ursidae","Ursus","Braunbaer",0,12704,0
"SCH1511BAER1","Ursidae","Ursus","Braunbaer",0,22524,0
"SCH1511BAER2","Ursidae","Ursus","Braunbaer",0,16987,0
"SCH1611BAER1","Ursidae","Ursus","Braunbaer",0,21817,0
"SCH1611BAER2","Ursidae","Ursus","Braunbaer",0,44470,0
"SCH1711BAER1","Ursidae","Ursus","Braunbaer",0,24458,0
"SCH1711BAER2","Ursidae","Ursus","Braunbaer",0,18047,0
"SCH1811BAER1","Ursidae","Ursus","Braunbaer",0,62952,0
"SCH1811BAER2","Ursidae","Ursus","Braunbaer",0,19929,0
"SCH1911BAER1","Ursidae","Ursus","Braunbaer",0,15459,0
"SCH1911BAER2","Ursidae","Ursus","Braunbaer",0,25076,0
"SCH2505BAER1","Ursidae","Ursus","Braunbaer",0,15071,0
"SCH2505BAER2","Ursidae","Ursus","Braunbaer",0,11429,0
"SCH2605BAER1","Ursidae","Ursus","Braunbaer",0,8775,0
"SCH2605BAER2","Ursidae","Ursus","Braunbaer",0,16408,0
"SCH2705BAER1","Ursidae","Ursus","Braunbaer",0,16604,0
"SCH2705BAER2","Ursidae","Ursus","Braunbaer",0,11339,0
"SCH2805BAER1","Ursidae","Ursus","Braunbaer",0,8238,0
"SCH2805BAER2","Ursidae","Ursus","Braunbaer",0,14509,0
"SCH2805ERDM1","Herpestidae","Suricata","Erdmaennchen",0,17428,0
"SCH2805ERDM2","Herpestidae","Suricata","Erdmaennchen",0,7638,0
"SCH2805ERDM3","Herpestidae","Suricata","Erdmaennchen",0,7484,0
"SCH2905BAER1","Ursidae","Ursus","Braunbaer",0,4296,0
"SCH2905BAER2","Ursidae","Ursus","Braunbaer",0,6769,0
"SCH2905NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",319,8672,0
"SCH2905NASH2","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",410,4950,0
"STU2006GEPA1","Felidae","Acinonyx","Gepard",0,12454,0
"STU2006LEOP1","Felidae","Panthera","Leopard",0,9461,0
"STU2006LOEW1","Felidae","Panthera","Loewe",0,6918,0
"STU2006LOEW2","Felidae","Panthera","Loewe",0,8296,0
"STU2006TIGA1","Felidae","Panthera","Tiger",0,6478,0
"STU2006WALD1","Canidae","Speothos","Waldhund",0,5076,0
"STU2006WALD2","Canidae","Speothos","Waldhund",0,6599,0
"STU2706GEPA2","Felidae","Acinonyx","Gepard",0,6276,0
"STU2706GEPA3","Felidae","Acinonyx","Gepard",0,10247,0
"STU2706LOEW3","Felidae","Panthera","Loewe",0,5916,0
"STU2706LOEW4","Felidae","Panthera","Loewe",0,10941,0
"STU2706TIGA2","Felidae","Panthera","Tiger",0,14480,0
"STU2706WALD3","Canidae","Speothos","Waldhund",0,7861,0
"STU2706WALD4","Canidae","Speothos","Waldhund",0,4690,0
"WUP0506GEPA1","Felidae","Acinonyx","Gepard",0,3358,0
"WUP0506LOEW1","Felidae","Panthera","Loewe",0,12313,0
"WUP0506NEBE1","Felidae","Panthera","Nebelparder",0,8816,0
"WUP0506NEBE2","Felidae","Panthera","Nebelparder",0,7113,0
"WUP0506NEBE3","Felidae","Panthera","Nebelparder",0,7715,0
"WUP0506PAND1","Ailuridae","Ailurus","Roter_Panda",0,3979,0
"WUP0506PAND2","Ailuridae","Ailurus","Roter_Panda",0,2100,0
"WUP0506SEEL1","Felidae","Panthera","Schneeleopard",0,8093,0
"WUP0506SEEL2","Felidae","Panthera","Schneeleopard",0,7326,0
"WUP0506SEEL3","Felidae","Panthera","Schneeleopard",0,12160,0
"WUP0506SEEL4","Felidae","Panthera","Schneeleopard",0,8332,0
"WUP0506SEEL5","Felidae","Panthera","Schneeleopard",0,6755,0
"WUP0506SEEL6","Felidae","Panthera","Schneeleopard",0,8598,0
"WUP0506TIGA1","Felidae","Panthera","Tiger",0,4643,0
"WUP1206GEPA2","Felidae","Acinonyx","Gepard",13,12280,0
"WUP1206LEOP2","Felidae","Panthera","Leopard",0,6261,0
"WUP1206LEOP3","Felidae","Panthera","Leopard",0,6248,34
"WUP1206LOEW2","Felidae","Panthera","Loewe",0,5983,0
"WUP1206NEBE4","Felidae","Panthera","Nebelparder",0,4428,0
"WUP1206PAND3","Ailuridae","Ailurus","Roter_Panda",0,12425,0
"WUP1206PAND4","Ailuridae","Ailurus","Roter_Panda",0,6205,0
"WUP1206SEEL10","Felidae","Panthera","Schneeleopard",17,11272,0
"WUP1206SEEL7","Felidae","Panthera","Schneeleopard",0,11716,0
"WUP1206SEEL8","Felidae","Panthera","Schneeleopard",0,19145,0
"WUP1206SEEL9","Felidae","Panthera","Schneeleopard",68,13046,0
"WUP1206TIGA2","Felidae","Panthera","Tiger",0,7359,0
"WUP1507BONG1","Bovidae","Tragelaphus","Bongo",477,19368,0
"WUP1507BONG2","Bovidae","Tragelaphus","Bongo",300,13928,0
"WUP1507BONG3","Bovidae","Tragelaphus","Bongo",139,14265,0
"WUP1507OKAP1","Giraffidae","Okapia","Okapi",202,8743,0
"WUP1507OKAP2","Giraffidae","Okapia","Okapi",1046,25438,0
"WUP1507OKAP3","Giraffidae","Okapia","Okapi",422,10842,0
"WUP1507OKAP4","Giraffidae","Okapia","Okapi",399,11581,0
"WUP1507OKAP5","Giraffidae","Okapia","Okapi",369,8759,0
"WUP1507ZEBR1","Equidae","Equus","Steppenzebra",67,10621,0
"WUP1507ZEBR2","Equidae","Equus","Steppenzebra",130,11174,0
"WUP1507ZEBR3","Equidae","Equus","Steppenzebra",65,11311,0
"WUP2301EBER1","Suidae","Babyrousa","Hirscheber",384,40698,0
"WUP2301EBER2","Suidae","Babyrousa","Hirscheber",725,22495,0
"WUP2301EBER3","Suidae","Babyrousa","Hirscheber",251,16508,0
"WUP2301EBER4","Suidae","Babyrousa","Hirscheber",545,10004,0
"WUP2301EBER5","Suidae","Babyrousa","Hirscheber",313,14857,0
"WUP2301ELEF1","Elephantidae","Loxodonta","AfrikElefant",525,13921,0
"WUP2301ELEF2","Elephantidae","Loxodonta","AfrikElefant",454,15847,0
"WUP2301ELEF3","Elephantidae","Loxodonta","AfrikElefant",199,9825,0
"WUP2301ELEF4","Elephantidae","Loxodonta","AfrikElefant",405,18105,0
"WUP2301ELEF5","Elephantidae","Loxodonta","AfrikElefant",1098,14392,0
"WUP2501GORI1","Homininae","Gorilla","Gorilla",709,6521,0
"WUP2501GORI2","Homininae","Gorilla","Gorilla",1665,9754,0
"WUP2501VARI1","Lemuridae","Varecia","Vari",0,23590,0
"WUP2501VARI2","Lemuridae","Varecia","Vari",0,28702,0
"WUP2501VARI3","Lemuridae","Varecia","Vari",0,26518,0
