"index","Familie","Gattung","Art","D_1__Actinobacteria","D_1__Bacteroidetes","D_1__Chloroflexi","D_1__Euryarchaeota","D_1__Fibrobacteres","D_1__Firmicutes","D_1__Patescibacteria","D_1__Proteobacteria","D_1__Spirochaetes","D_1__Synergistetes","D_1__Verrucomicrobia","D_1__Fusobacteria","D_1__Epsilonbacteraeota","D_1__Planctomycetes","D_1__Tenericutes","D_1__WPS-2","D_1__Elusimicrobia","D_1__Cyanobacteria","D_1__Lentisphaerae","D_1__Excavata","D_1__Deferribacteres","D_1__Acidobacteria","D_1__Opisthokonta"
"OPE2809ELEN2","Bovidae","Tragelaphus","Elenantilope",0,3168,0,50,0,3586,0,0,356,0,187,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2809RENT1","Cervidae","Rangifer","Rentier",0,4115,0,0,0,4040,0,0,88,0,154,0,0,0,0,0,0,0,0,0,0,0,0
"OPE2809RENT2","Cervidae","Rangifer","Rentier",0,5117,0,61,0,6394,0,0,351,0,171,0,0,0,44,0,0,0,0,0,0,0,0
"OPE2809RIES1","Macropodidae","Osphranter","Riesenkaenguru",0,3344,0,0,0,2207,0,113,651,0,25,0,0,0,0,0,18,0,0,0,0,0,0
"OPE2809RIES2","Macropodidae","Osphranter","Riesenkaenguru",0,5755,0,56,0,4395,0,350,921,0,21,0,21,0,0,0,19,0,0,0,0,0,0
"SCH1211BAER1","Ursidae","Ursus","Braunbaer",0,0,0,0,0,18364,0,3448,0,0,0,4787,0,0,0,0,0,0,0,0,0,0,0
"SCH1211BAER2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,20586,0,694,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0
"SCH1311BAER1","Ursidae","Ursus","Braunbaer",0,0,0,0,0,18888,0,2661,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0
"SCH1311BAER2","Ursidae","Ursus","Braunbaer",0,16,0,0,0,9873,0,1012,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0
"SCH1411BAER1","Ursidae","Ursus","Braunbaer",0,25,0,0,0,9510,10,929,0,0,0,11587,0,0,0,0,0,0,0,0,0,0,0
"SCH1411BAER2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,5603,0,1731,0,0,0,5370,0,0,0,0,0,0,0,0,0,0,0
"SCH1511BAER1","Ursidae","Ursus","Braunbaer",0,73,0,0,0,9521,0,2944,0,0,0,9986,0,0,0,0,0,0,0,0,0,0,0
"SCH1511BAER2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,8922,0,4780,0,0,0,3285,0,0,0,0,0,0,0,0,0,0,0
"SCH1611BAER1","Ursidae","Ursus","Braunbaer",952,271,0,0,0,13205,0,4310,0,0,0,3079,0,0,0,0,0,0,0,0,0,0,0
"SCH1611BAER2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,40879,0,2618,0,0,0,973,0,0,0,0,0,0,0,0,0,0,0
"SCH1711BAER1","Ursidae","Ursus","Braunbaer",0,2900,0,0,0,7651,0,1633,0,0,0,12238,36,0,0,0,0,0,0,0,0,0,0
"SCH1711BAER2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,15539,0,1999,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0
"SCH1811BAER1","Ursidae","Ursus","Braunbaer",0,1329,0,0,0,35590,0,4045,0,0,0,21988,0,0,0,0,0,0,0,0,0,0,0
"SCH1811BAER2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,11821,0,2242,0,0,0,5866,0,0,0,0,0,0,0,0,0,0,0
"SCH1911BAER1","Ursidae","Ursus","Braunbaer",211,283,0,0,0,10556,0,876,0,0,0,3533,0,0,0,0,0,0,0,0,0,0,0
"SCH1911BAER2","Ursidae","Ursus","Braunbaer",0,98,0,0,0,15482,0,6071,0,0,0,2591,834,0,0,0,0,0,0,0,0,0,0
"SCH2505BAER1","Ursidae","Ursus","Braunbaer",1513,392,0,0,0,9137,0,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2505BAER2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,10211,0,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2605BAER1","Ursidae","Ursus","Braunbaer",0,0,0,0,0,8775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2605BAER2","Ursidae","Ursus","Braunbaer",30,0,0,0,0,16132,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2705BAER1","Ursidae","Ursus","Braunbaer",71,0,0,0,0,15446,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2705BAER2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,10360,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2805BAER1","Ursidae","Ursus","Braunbaer",0,0,0,0,0,7804,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2805BAER2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,11378,0,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2805ERDM1","Herpestidae","Suricata","Erdmaennchen",18,3624,0,0,0,11477,0,806,0,0,0,1468,35,0,0,0,0,0,0,0,0,0,0
"SCH2805ERDM2","Herpestidae","Suricata","Erdmaennchen",0,16,0,0,0,7383,0,22,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0
"SCH2805ERDM3","Herpestidae","Suricata","Erdmaennchen",0,2222,0,0,0,3687,0,227,0,0,0,1265,83,0,0,0,0,0,0,0,0,0,0
"SCH2905BAER1","Ursidae","Ursus","Braunbaer",0,0,0,0,0,4154,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2905BAER2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,6570,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH2905NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",16,2764,188,319,142,4432,73,0,996,0,44,0,0,17,0,0,0,0,0,0,0,0,0
"SCH2905NASH2","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,1743,54,410,50,2671,51,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2006GEPA1","Felidae","Acinonyx","Gepard",0,2227,0,0,0,3063,0,2670,0,0,0,4473,21,0,0,0,0,0,0,0,0,0,0
"STU2006LEOP1","Felidae","Panthera","Leopard",0,18,0,0,0,2401,0,7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STU2006LOEW1","Felidae","Panthera","Loewe",0,1723,0,0,0,524,0,3226,0,0,0,1445,0,0,0,0,0,0,0,0,0,0,0
"STU2006LOEW2","Felidae","Panthera","Loewe",16,3551,0,0,0,1672,0,657,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0
"STU2006TIGA1","Felidae","Panthera","Tiger",0,1434,0,0,0,2026,0,578,0,0,0,2440,0,0,0,0,0,0,0,0,0,0,0
"STU2006WALD1","Canidae","Speothos","Waldhund",0,1211,0,0,0,808,0,338,0,0,0,2719,0,0,0,0,0,0,0,0,0,0,0
"STU2006WALD2","Canidae","Speothos","Waldhund",0,1846,0,0,0,1374,0,615,0,0,0,2743,21,0,0,0,0,0,0,0,0,0,0
"STU2706GEPA2","Felidae","Acinonyx","Gepard",0,1015,0,0,0,778,0,528,0,0,0,2535,1420,0,0,0,0,0,0,0,0,0,0
"STU2706GEPA3","Felidae","Acinonyx","Gepard",0,3928,0,0,0,1833,0,1028,0,0,0,3458,0,0,0,0,0,0,0,0,0,0,0
"STU2706LOEW3","Felidae","Panthera","Loewe",0,1717,0,0,0,1898,0,1316,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0
"STU2706LOEW4","Felidae","Panthera","Loewe",12,3644,0,0,0,5013,0,103,0,0,0,2169,0,0,0,0,0,0,0,0,0,0,0
"STU2706TIGA2","Felidae","Panthera","Tiger",0,6322,0,0,0,3261,0,1438,0,0,0,3459,0,0,0,0,0,0,0,0,0,0,0
"STU2706WALD3","Canidae","Speothos","Waldhund",0,0,0,0,0,3015,0,4713,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0
"STU2706WALD4","Canidae","Speothos","Waldhund",0,536,0,0,0,1536,0,160,0,0,0,2458,0,0,0,0,0,0,0,0,0,0,0
"WUP0506GEPA1","Felidae","Acinonyx","Gepard",0,767,0,0,0,419,0,93,0,0,0,2079,0,0,0,0,0,0,0,0,0,0,0
"WUP0506LOEW1","Felidae","Panthera","Loewe",171,1707,0,0,0,4243,0,3128,0,0,0,3064,0,0,0,0,0,0,0,0,0,0,0
"WUP0506NEBE1","Felidae","Panthera","Nebelparder",0,2896,0,0,0,3459,0,726,0,0,0,1540,195,0,0,0,0,0,0,0,0,0,0
"WUP0506NEBE2","Felidae","Panthera","Nebelparder",0,2703,0,0,0,3055,0,144,0,0,0,963,248,0,0,0,0,0,0,0,0,0,0
"WUP0506NEBE3","Felidae","Panthera","Nebelparder",0,706,0,0,0,3524,0,1394,0,0,0,2091,0,0,0,0,0,0,0,0,0,0,0
"WUP0506PAND1","Ailuridae","Ailurus","Roter_Panda",0,82,0,0,0,2941,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506PAND2","Ailuridae","Ailurus","Roter_Panda",0,0,0,0,0,719,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL1","Felidae","Panthera","Schneeleopard",44,1364,0,0,0,4243,0,216,0,0,0,2175,51,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL2","Felidae","Panthera","Schneeleopard",0,28,0,0,0,5826,0,1233,0,0,0,128,111,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL3","Felidae","Panthera","Schneeleopard",355,2412,0,0,0,4122,0,901,0,0,0,3438,932,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL4","Felidae","Panthera","Schneeleopard",0,0,0,0,0,3902,0,1388,0,0,0,3042,0,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL5","Felidae","Panthera","Schneeleopard",78,61,0,0,0,3957,0,81,0,0,0,2578,0,0,0,0,0,0,0,0,0,0,0
"WUP0506SEEL6","Felidae","Panthera","Schneeleopard",43,87,0,0,0,3709,0,886,0,0,0,3873,0,0,0,0,0,0,0,0,0,0,0
"WUP0506TIGA1","Felidae","Panthera","Tiger",0,1406,0,0,0,828,0,1379,0,0,0,1030,0,0,0,0,0,0,0,0,0,0,0
"WUP1206GEPA2","Felidae","Acinonyx","Gepard",0,397,0,13,0,7816,0,974,0,0,0,3093,0,0,0,0,0,0,0,0,0,0,0
"WUP1206LEOP2","Felidae","Panthera","Leopard",0,1712,0,0,0,657,0,2423,0,0,0,1469,0,0,0,0,0,0,0,0,0,0,0
"WUP1206LEOP3","Felidae","Panthera","Leopard",113,395,0,0,0,5134,0,420,0,0,0,186,0,0,0,0,0,0,0,0,0,0,34
"WUP1206LOEW2","Felidae","Panthera","Loewe",0,34,0,0,0,478,0,5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206NEBE4","Felidae","Panthera","Nebelparder",0,102,0,0,0,3425,0,770,0,0,0,46,85,0,0,0,0,0,0,0,0,0,0
"WUP1206PAND3","Ailuridae","Ailurus","Roter_Panda",0,474,0,0,0,6558,0,5393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206PAND4","Ailuridae","Ailurus","Roter_Panda",0,702,0,0,0,1039,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206SEEL10","Felidae","Panthera","Schneeleopard",962,0,0,17,0,10196,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1206SEEL7","Felidae","Panthera","Schneeleopard",141,1589,0,0,0,6974,0,184,0,0,0,2828,0,0,0,0,0,0,0,0,0,0,0
"WUP1206SEEL8","Felidae","Panthera","Schneeleopard",118,1571,0,0,0,5146,0,495,0,0,0,10119,1696,0,0,0,0,0,0,0,0,0,0
"WUP1206SEEL9","Felidae","Panthera","Schneeleopard",623,1793,0,68,0,5449,0,439,0,0,0,4292,450,0,0,0,0,0,0,0,0,0,0
"WUP1206TIGA2","Felidae","Panthera","Tiger",0,81,0,0,0,6914,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507BONG1","Bovidae","Tragelaphus","Bongo",0,8009,0,477,0,7221,135,72,1963,0,1948,0,0,20,0,0,0,0,0,0,0,0,0
"WUP1507BONG2","Bovidae","Tragelaphus","Bongo",0,8077,0,300,0,4618,0,202,877,0,154,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507BONG3","Bovidae","Tragelaphus","Bongo",0,8851,0,139,0,4169,35,339,811,0,60,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507OKAP1","Giraffidae","Okapia","Okapi",0,3980,0,202,157,2778,34,27,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507OKAP2","Giraffidae","Okapia","Okapi",0,9535,0,1046,0,11092,0,1479,1665,0,1317,0,313,0,0,0,37,0,0,0,0,0,0
"WUP1507OKAP3","Giraffidae","Okapia","Okapi",0,3828,0,422,0,4958,0,917,881,0,196,0,35,0,0,0,27,0,0,0,0,0,0
"WUP1507OKAP4","Giraffidae","Okapia","Okapi",0,6112,0,399,251,3662,0,55,1207,0,214,0,80,0,0,0,0,0,0,0,0,0,0
"WUP1507OKAP5","Giraffidae","Okapia","Okapi",0,4683,0,369,0,2652,0,424,473,0,453,0,55,0,19,0,0,0,0,0,0,0,0
"WUP1507ZEBR1","Equidae","Equus","Steppenzebra",0,3361,0,67,477,4082,0,327,2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507ZEBR2","Equidae","Equus","Steppenzebra",0,4198,0,130,772,3822,0,16,2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WUP1507ZEBR3","Equidae","Equus","Steppenzebra",0,3592,0,65,643,3678,0,587,2742,0,69,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2301EBER1","Suidae","Babyrousa","Hirscheber",52,9075,0,384,122,28934,0,136,1845,0,99,0,0,73,362,0,0,0,0,0,0,0,0
"WUP2301EBER2","Suidae","Babyrousa","Hirscheber",432,699,0,725,0,15441,0,4365,1136,0,403,0,0,19,0,0,0,0,0,0,0,0,0
"WUP2301EBER3","Suidae","Babyrousa","Hirscheber",0,2323,0,251,0,12734,0,0,1381,0,53,0,0,0,17,0,0,0,0,0,0,0,0
"WUP2301EBER4","Suidae","Babyrousa","Hirscheber",0,1115,0,545,0,7725,0,0,630,0,353,0,0,181,0,0,0,0,0,0,0,0,0
"WUP2301EBER5","Suidae","Babyrousa","Hirscheber",0,2296,0,313,0,10493,0,0,1885,0,142,0,0,41,0,0,0,0,0,0,0,0,0
"WUP2301ELEF1","Elephantidae","Loxodonta","AfrikElefant",20,6056,27,525,273,5279,0,0,1816,368,62,0,0,0,0,0,0,0,20,0,0,0,0
"WUP2301ELEF2","Elephantidae","Loxodonta","AfrikElefant",0,5398,30,454,65,6581,0,0,3460,290,0,0,0,0,0,0,0,0,23,0,0,0,0
"WUP2301ELEF3","Elephantidae","Loxodonta","AfrikElefant",0,3884,60,199,0,3877,0,16,1839,121,0,0,0,0,18,0,0,0,10,0,0,0,0
"WUP2301ELEF4","Elephantidae","Loxodonta","AfrikElefant",51,6352,89,405,0,7563,0,50,3712,168,120,0,0,0,0,0,0,0,0,0,0,0,0
"WUP2301ELEF5","Elephantidae","Loxodonta","AfrikElefant",23,5130,183,1098,146,4897,0,88,2589,918,244,0,0,103,0,0,0,0,71,0,0,0,0
"WUP2501GORI1","Homininae","Gorilla","Gorilla",181,1268,0,709,33,4595,0,199,208,0,0,0,0,37,0,0,0,0,0,0,0,0,0
"WUP2501GORI2","Homininae","Gorilla","Gorilla",367,1828,0,1665,0,6863,36,448,0,35,86,0,0,91,0,0,0,0,0,0,0,0,0
"WUP2501VARI1","Lemuridae","Varecia","Vari",131,10595,0,0,0,12127,0,515,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0
"WUP2501VARI2","Lemuridae","Varecia","Vari",117,10989,0,0,0,14006,0,2902,130,0,337,0,0,0,0,0,221,0,0,0,0,0,0
"WUP2501VARI3","Lemuridae","Varecia","Vari",308,14539,0,0,0,11393,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
