"index","Familie","Gattung","Art","D_1__Actinobacteria","D_1__Bacteroidetes","D_1__Chloroflexi","D_1__Euryarchaeota","D_1__Fibrobacteres","D_1__Firmicutes","D_1__Patescibacteria","D_1__Proteobacteria","D_1__Spirochaetes","D_1__Synergistetes","D_1__Verrucomicrobia","D_1__Fusobacteria","D_1__Epsilonbacteraeota","D_1__Planctomycetes","D_1__Tenericutes","D_1__WPS-2","D_1__Elusimicrobia","D_1__Cyanobacteria","D_1__Lentisphaerae","D_1__Excavata","D_1__Deferribacteres","D_1__Acidobacteria","D_1__Opisthokonta"
"DUI0406TIGA1","Felidae","Panthera","Tiger",0,1101,0,0,0,160,0,244,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0
"DUI0406TIGA2","Felidae","Panthera","Tiger",0,1490,0,0,0,698,0,254,0,0,0,2265,53,0,0,0,0,0,0,0,0,0,0
"DUI0406TIGA3","Felidae","Panthera","Tiger",0,2637,32,0,0,530,0,2322,0,0,0,3273,1942,0,0,0,0,0,0,0,0,0,0
"DUI0406WILD1","Canidae","Lycaon","Wildhund",0,3040,0,0,0,1777,0,516,0,0,0,4161,0,0,0,0,0,0,0,0,0,0,0
"DUI0711BONG1","Bovidae","Tragelaphus","Bongo",0,5569,0,0,15,4608,23,131,645,0,160,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0711BONG2","Bovidae","Tragelaphus","Bongo",0,2975,0,0,0,2340,0,166,507,0,62,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BENN1","Macropodidae","Notamacropus","Bennettkaenguru",156,4385,0,0,0,2238,0,1234,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BENN2","Macropodidae","Notamacropus","Bennettkaenguru",0,2433,0,247,99,1815,0,0,603,0,289,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BERG1","Macropodidae","Osphranter","Bergkaenguru",0,4209,0,91,0,1807,0,32,446,0,250,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811BERG2","Macropodidae","Osphranter","Bergkaenguru",0,1812,0,25,0,1363,0,219,95,0,724,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811GIRA1","Giraffidae","Giraffa","Giraffe",0,832,0,32,0,989,0,0,240,0,66,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811GIRA2","Giraffidae","Giraffa","Giraffe",0,2217,0,0,0,2210,0,51,196,0,283,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA1","Phascolarctidae","Phascolartos","Koala",0,6500,0,0,0,7098,0,546,0,637,610,57,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA2","Phascolarctidae","Phascolartos","Koala",0,10019,0,0,0,6365,0,1022,0,1175,816,64,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA3","Phascolarctidae","Phascolartos","Koala",0,6717,0,0,0,9595,0,799,0,2161,0,15,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA4","Phascolarctidae","Phascolartos","Koala",0,13050,0,0,0,14155,0,1771,0,2894,0,28,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA5","Phascolarctidae","Phascolartos","Koala",0,7114,0,0,0,5675,0,1487,0,550,0,27,0,0,0,0,0,0,0,0,0,0,0
"DUI0811KOLA6","Phascolarctidae","Phascolartos","Koala",0,6128,0,0,0,8005,0,1094,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811SUMF1","Macropodidae","Wallabia","Sumpfwallaby",0,2566,0,45,0,1377,0,139,198,0,202,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811SUMF2","Macropodidae","Wallabia","Sumpfwallaby",0,2663,0,56,0,1595,0,0,212,0,116,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TEUF1","Dasyuridae","Sarcophilus","Beutelteufel",0,0,0,0,0,2238,0,2140,0,0,0,609,47,0,0,0,0,0,0,0,0,0,0
"DUI0811TEUF2","Dasyuridae","Sarcophilus","Beutelteufel",0,0,0,0,0,3949,0,5318,0,0,0,206,0,0,62,0,0,0,0,0,0,0,0
"DUI0811TUSI1","Bovidae","Bos","Watussi",0,2455,0,96,79,1760,0,103,389,0,43,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TUSI2","Bovidae","Bos","Watussi",0,1830,0,57,24,1122,0,88,131,0,171,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811TUSI3","Bovidae","Bos","Watussi",0,976,0,161,51,588,0,49,155,0,86,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB1","Vombatidae","Vombatus","Wombat",0,7393,0,496,0,4984,107,876,621,116,0,0,0,0,0,0,17,0,0,0,0,0,0
"DUI0811WOMB2","Vombatidae","Vombatus","Wombat",0,2941,0,283,0,2578,0,0,3640,64,128,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB3","Vombatidae","Vombatus","Wombat",0,1778,0,124,2158,3034,0,677,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI0811WOMB4","Vombatidae","Vombatus","Wombat",0,3277,0,410,0,4236,0,1411,323,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"DUI1010KUOT1","Mustelidae","Aonyx","Kurzkrallenotter",0,167,0,0,0,10198,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1010NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,6533,0,191,497,3831,65,0,1432,64,0,0,0,0,74,0,0,0,0,0,0,0,0
"DUI1010PINS1","Suidae","Potamochoerus","Pinselohrschwein",0,4577,0,548,192,4624,0,47,2785,12,253,0,15,50,44,0,129,0,0,0,0,0,0
"DUI1010RENT1","Cervidae","Rangifer","Rentier",0,4325,0,38,0,2866,0,52,144,0,140,0,75,25,0,0,42,0,0,0,0,0,0
"DUI1106EISF3","Canidae","Vulpes","Eisfuchs",0,1722,0,0,0,3810,0,274,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0
"DUI1106EISF4","Canidae","Vulpes","Eisfuchs",0,199,0,0,0,1328,0,493,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
"DUI1106LOEW3","Felidae","Panthera","Loewe",148,135,0,0,0,6562,0,33,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0
"DUI1106LOEW4","Felidae","Panthera","Loewe",0,85,0,0,0,5836,0,0,0,0,0,1233,0,0,0,0,0,0,0,0,0,0,0
"DUI1106NEBE3","Felidae","Panthera","Nebelparder",0,331,0,0,0,3073,0,519,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0
"DUI1106NEBE4","Felidae","Panthera","Nebelparder",0,162,0,0,0,665,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0
"DUI1106PAND3","Ailuridae","Ailurus","Roter_Panda",0,222,0,0,0,28,0,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106PAND4","Ailuridae","Ailurus","Roter_Panda",0,0,0,0,0,11023,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0
"DUI1106TIGA4","Felidae","Panthera","Tiger",0,1532,0,0,0,1234,0,603,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0
"DUI1106TIGA5","Felidae","Panthera","Tiger",0,536,0,0,0,4398,0,1633,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0
"DUI1106WILD2","Canidae","Lycaon","Wildhund",0,4584,0,0,0,644,0,10974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1106WILD3","Canidae","Lycaon","Wildhund",0,501,0,0,0,496,0,590,0,0,0,1421,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ELEF1","Elephantidae","Loxodonta","AfrikElefant",0,5290,0,224,85,4988,0,80,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ELEF2","Elephantidae","Loxodonta","AfrikElefant",0,5185,0,204,0,4997,0,134,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ELEF3","Elephantidae","Loxodonta","AfrikElefant",0,3955,0,146,87,3486,0,86,2123,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607FOSA1","Felidae","Cryptoprocta","Fossa",25,1766,0,0,0,5542,0,2713,0,0,0,7040,0,0,0,0,0,0,0,0,0,0,0
"DUI1607FOSA2","Felidae","Cryptoprocta","Fossa",151,509,0,0,0,9929,0,1369,0,0,0,2179,0,0,0,0,0,96,0,0,0,0,0
"DUI1607FOSA3","Felidae","Cryptoprocta","Fossa",306,292,0,0,0,13449,0,178,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0
"DUI1607KOLA1","Phascolarctidae","Phascolartos","Koala",0,10298,0,38,0,10244,0,950,0,836,1359,12,0,0,0,0,0,0,0,0,0,0,0
"DUI1607KOLA2","Phascolarctidae","Phascolartos","Koala",0,19226,0,0,0,5638,0,982,0,1926,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607ORAN1","Homininae","Pongo","Orang-Utan",0,2153,0,807,0,6478,94,1863,565,19,419,0,68,846,0,0,0,0,0,0,0,0,0
"DUI1607ORAN2","Homininae","Pongo","Orang-Utan",0,5792,0,490,0,8442,20,409,553,18,0,0,0,180,0,0,0,0,0,0,0,0,0
"DUI1607TAPI1","Tapiridae","Tapirus","Tapir",0,8826,0,373,285,8992,130,169,1877,54,4422,0,0,44,0,0,20,0,0,0,0,0,0
"DUI1607TAPI2","Tapiridae","Tapirus","Tapir",0,5522,0,465,538,4797,32,181,1854,29,2512,0,0,29,0,0,18,0,0,0,0,0,0
"DUI1607TEUF1","Dasyuridae","Sarcophilus","Beutelteufel",0,0,0,0,0,11622,0,4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TEUF2","Dasyuridae","Sarcophilus","Beutelteufel",184,0,0,0,0,6069,0,9159,0,0,0,1312,0,0,0,0,0,0,0,0,0,0,0
"DUI1607TEUF3","Dasyuridae","Sarcophilus","Beutelteufel",0,5292,0,0,0,4004,0,9249,0,0,0,1787,0,0,0,0,0,0,0,0,0,0,0
"FRA0107LOEW3","Felidae","Panthera","Loewe",0,3320,0,0,0,3901,0,319,0,0,0,1525,0,0,0,0,0,0,0,0,0,0,0
"FRA0207FENN3","Canidae","Vulpes","Fennek",0,1758,0,20,0,611,0,377,0,0,0,352,0,0,0,0,165,0,0,0,0,0,0
"FRA0207FENN4","Canidae","Vulpes","Fennek",0,1264,0,38,0,293,0,262,0,0,0,332,0,0,0,0,120,0,0,0,0,0,0
"FRA0207LOEW4","Felidae","Panthera","Loewe",118,2111,0,0,0,5319,0,197,0,0,0,1405,0,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW5","Felidae","Panthera","Loewe",82,4272,0,0,0,4894,0,1198,0,0,0,1465,71,0,0,0,0,0,0,0,0,0,0
"FRA0207LOEW6","Felidae","Panthera","Loewe",240,110,0,0,0,6820,0,37,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WALD10","Canidae","Speothos","Waldhund",0,1657,0,0,0,5693,0,219,0,0,0,1772,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WALD9","Canidae","Speothos","Waldhund",0,4048,0,0,0,4181,0,196,0,0,0,2909,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD4","Canidae","Lycaon","Wildhund",0,1729,0,0,0,382,0,101,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD5","Canidae","Lycaon","Wildhund",0,3627,0,0,0,3318,0,0,0,0,0,2838,816,0,0,0,0,0,0,0,0,0,0
"FRA0207WILD6","Canidae","Lycaon","Wildhund",0,1199,0,0,0,1543,0,44,0,0,0,2513,149,0,0,0,0,0,0,0,0,0,0
"FRA0507GGLA1","Callitrichidae","Leontopithecus","Loewenaffe",864,23245,0,44,0,14563,38,1134,0,0,0,0,0,0,0,0,578,192,0,0,0,0,0
"FRA0507GGLA2","Callitrichidae","Leontopithecus","Loewenaffe",54,10143,0,106,0,6021,0,476,0,0,75,0,54,0,0,0,799,173,0,0,0,0,0
"FRA0507GGLA3","Callitrichidae","Leontopithecus","Loewenaffe",304,14134,0,0,0,7111,33,822,0,0,0,95,29,0,0,0,173,105,0,0,0,0,0
"FRA0507GIRA1","Giraffidae","Giraffa","Giraffe",0,3172,0,110,0,5146,0,214,419,0,151,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GIRA2","Giraffidae","Giraffa","Giraffe",0,4403,0,28,0,5914,0,206,508,0,84,0,0,0,0,0,0,0,0,0,0,0,0
"FRA0507GORI1","Homininae","Gorilla","Gorilla",228,11396,0,1050,0,11668,66,965,2516,0,0,0,0,27,0,0,39,0,0,0,0,0,0
"FRA0507GORI2","Homininae","Gorilla","Gorilla",133,7406,0,1048,27,7908,51,1379,1876,0,0,0,0,0,0,0,46,0,0,0,0,0,0
"FRA0507OKAP1","Giraffidae","Okapia","Okapi",0,3485,0,13,0,4846,0,391,1037,0,586,0,0,0,48,0,0,0,0,0,0,0,0
"FRA0507OKAP2","Giraffidae","Okapia","Okapi",0,4730,0,440,0,8833,0,1487,860,0,1184,0,0,16,28,0,0,0,0,0,0,0,0
"FRA0507OKAP3","Giraffidae","Okapia","Okapi",0,5088,0,488,564,3140,0,131,1488,0,2182,0,0,22,33,0,0,0,0,0,0,0,0
"FRA1411BONG1","Bovidae","Tragelaphus","Bongo",0,10277,0,136,0,12148,125,377,3445,0,870,0,0,0,31,0,65,0,0,0,0,0,0
"FRA1411BONG2","Bovidae","Tragelaphus","Bongo",0,6625,0,72,0,8109,21,204,1434,0,114,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411FENN5","Canidae","Vulpes","Fennek",0,2108,0,0,0,9627,0,1498,0,0,0,3284,81,0,0,0,0,0,0,0,0,0,0
"FRA1411GIRA1","Giraffidae","Giraffa","Giraffe",0,1705,0,14,0,1628,0,260,566,0,132,0,0,0,0,0,0,0,0,0,0,0,0
"FRA1411GIRA2","Giraffidae","Giraffa","Giraffe",0,4410,0,124,51,5882,0,259,1666,0,315,0,0,0,0,0,12,0,0,0,0,0,0
"FRA1411ROST1","Felidae","Prionailurus","Rostkatze",0,5833,0,0,0,3064,0,1207,0,0,0,3784,72,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST11","Felidae","Prionailurus","Rostkatze",207,9718,0,0,0,8735,0,3707,0,0,0,8546,1287,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST12","Felidae","Prionailurus","Rostkatze",0,6054,0,0,0,2637,0,1273,0,0,0,2348,208,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST14","Felidae","Prionailurus","Rostkatze",20,14039,0,0,0,5524,0,1989,0,0,0,10072,418,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST15","Felidae","Prionailurus","Rostkatze",0,8669,0,0,0,2723,0,1334,0,0,0,4969,386,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST2","Felidae","Prionailurus","Rostkatze",0,1741,0,0,0,4712,0,753,0,0,0,3687,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST3","Felidae","Prionailurus","Rostkatze",0,2712,0,0,0,1507,0,848,0,0,0,2736,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST4","Felidae","Prionailurus","Rostkatze",0,4607,0,0,0,1608,0,512,0,0,0,2591,0,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST5","Felidae","Prionailurus","Rostkatze",0,4017,0,0,0,1723,0,652,0,0,0,2139,80,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST6","Felidae","Prionailurus","Rostkatze",0,2251,0,0,0,3248,0,1409,0,0,0,3045,33,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST7","Felidae","Prionailurus","Rostkatze",20,16811,0,0,0,14869,0,4499,0,0,0,15602,254,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST8","Felidae","Prionailurus","Rostkatze",0,13916,0,0,0,6927,0,4241,0,0,0,9218,233,0,0,0,0,0,0,0,0,0,0
"FRA1411ROST9","Felidae","Prionailurus","Rostkatze",0,10328,0,0,0,6330,0,1994,0,0,0,10215,163,0,0,0,0,0,0,0,0,0,0
"FRA1411TRAM1","Camelidae","Camelus","Trampeltier",0,2927,0,223,398,2037,0,423,1373,0,746,0,0,0,0,0,12,0,0,0,0,0,0
"FRA1411TRAM2","Camelidae","Camelus","Trampeltier",0,9874,0,548,739,7478,0,1013,4872,0,2622,0,0,19,0,0,28,0,12,0,0,0,0
"FRA1411WALD11","Canidae","Speothos","Waldhund",0,3813,0,0,0,5922,0,536,0,0,0,3728,0,0,0,0,0,0,0,0,0,0,0
"FRA1411WILD10","Canidae","Lycaon","Wildhund",142,2443,0,0,0,9225,0,89,0,0,0,3832,0,0,0,0,0,0,0,0,0,0,0
"FRA1411WILD11","Canidae","Lycaon","Wildhund",0,5402,0,0,0,4498,0,104,0,0,0,1318,734,0,0,0,0,0,0,0,0,0,0
"FRA1411WILD7","Canidae","Lycaon","Wildhund",0,3135,0,0,0,6543,0,308,0,0,0,3692,76,0,0,0,0,0,0,0,0,0,0
"FRA1411WILD8","Canidae","Lycaon","Wildhund",0,6038,0,0,0,1863,0,826,0,0,0,4925,500,0,0,0,0,0,0,0,0,0,0
"FRA1411WILD9","Canidae","Lycaon","Wildhund",0,7680,0,0,0,7258,0,300,0,0,0,3105,2061,0,0,0,0,0,0,0,0,0,0
"FRA1411ZEBR1","Equidae","Equus","Grevyzebra",0,1478,0,0,201,339,0,0,1031,57,96,0,90,0,0,0,0,0,0,0,0,0,0
"FRA1411ZEBR2","Equidae","Equus","Grevyzebra",0,2080,0,0,176,1100,0,90,1432,114,51,0,214,0,0,0,0,0,0,0,0,0,0
"FRA1807KANI1","Leporidae","Oryctolagus","Kaninchen",0,11695,0,0,0,33699,116,606,0,0,6227,0,667,0,0,0,0,0,0,0,0,0,0
"FRA2506FENN1","Canidae","Vulpes","Fennek",0,4559,0,0,0,1933,0,463,0,0,0,1368,0,0,0,0,0,0,0,0,0,0,0
"FRA2506FENN2","Canidae","Vulpes","Fennek",0,3496,0,51,0,715,0,261,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0
"FRA2506TIGA1","Felidae","Panthera","Tiger",0,965,0,115,0,8153,0,3047,0,0,0,2077,0,0,0,0,0,0,0,0,0,0,0
"FRA2506TIGA2","Felidae","Panthera","Tiger",0,2015,0,0,0,7330,0,353,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0
"FRA2506WALD1","Canidae","Speothos","Waldhund",0,147,0,0,0,7772,0,380,0,0,0,3683,0,0,0,0,0,0,0,0,0,0,0
"FRA2506WALD2","Canidae","Speothos","Waldhund",379,16948,0,0,0,27664,0,3009,0,0,0,18766,387,0,0,0,0,0,0,0,0,0,0
"FRA2506WILD1","Canidae","Lycaon","Wildhund",0,1156,0,0,0,69,0,0,0,0,0,583,40,0,0,0,0,0,0,0,0,0,0
"FRA2506WILD2","Canidae","Lycaon","Wildhund",0,1378,0,0,0,288,0,113,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0
"FRA2506WILD3","Canidae","Lycaon","Wildhund",0,862,0,0,0,558,0,0,0,0,0,505,76,0,0,0,0,0,0,0,0,0,0
"FRA2508KANI1","Leporidae","Oryctolagus","Kaninchen",0,7151,0,0,0,10810,0,533,0,0,2354,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2508KANI2","Leporidae","Oryctolagus","Kaninchen",0,5142,0,0,0,6069,0,392,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0
"FRA2606TIGA3","Felidae","Panthera","Tiger",0,94,0,0,0,2350,0,11106,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0
"FRA2606TIGA4","Felidae","Panthera","Tiger",0,1483,0,0,0,3059,0,160,0,0,0,2550,0,0,0,0,0,0,0,0,0,0,0
"FRA2606WALD3","Canidae","Speothos","Waldhund",71,578,0,0,0,3158,0,0,0,0,0,3801,0,0,0,0,0,0,0,0,0,0,0
"FRA2606WALD4","Canidae","Speothos","Waldhund",0,954,0,0,0,1484,0,3820,0,0,0,2260,0,0,0,0,0,0,0,0,0,0,0
"FRA2706TIGA5","Felidae","Panthera","Tiger",0,4775,0,0,0,1454,0,1434,0,0,0,3881,20,0,0,0,0,0,0,0,0,0,0
"FRA2706TIGA6","Felidae","Panthera","Tiger",0,427,0,0,0,4809,0,2159,0,0,0,2468,0,0,0,0,0,0,0,0,0,0,0
"FRA2806TIGA7","Felidae","Panthera","Tiger",0,2651,0,0,0,4996,0,2957,0,0,0,1730,0,0,0,0,0,0,0,0,0,0,0
"FRA2806TIGA8","Felidae","Panthera","Tiger",0,203,0,0,0,4467,0,688,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0
"FRA2806WALD5","Canidae","Speothos","Waldhund",0,451,0,0,0,6179,0,5283,0,0,0,1081,500,0,0,0,0,0,0,0,0,0,0
"FRA2806WALD6","Canidae","Speothos","Waldhund",0,2179,0,0,0,1724,0,488,0,0,0,2065,0,0,0,0,0,0,0,0,0,0,0
"FRA2906TIGA9","Felidae","Panthera","Tiger",0,3284,0,111,0,9033,0,1041,0,0,55,2400,356,0,0,0,0,0,0,0,0,0,0
"FRA2906WALD7","Canidae","Speothos","Waldhund",0,4435,0,0,0,700,0,524,0,0,0,4139,54,0,0,0,0,0,0,0,0,0,0
"FRA2906WALD8","Canidae","Speothos","Waldhund",0,2311,0,0,0,2001,0,322,0,0,0,2760,14,0,0,0,0,0,0,0,0,0,0
"FRA3006LOEW1","Felidae","Panthera","Loewe",0,1735,0,0,0,1429,0,199,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0
"FRA3006LOEW2","Felidae","Panthera","Loewe",163,770,0,0,0,6223,0,1172,0,0,0,1642,322,0,0,0,0,0,0,0,0,0,0
"FRA3007KANI1","Leporidae","Oryctolagus","Kaninchen",0,7697,0,0,0,11373,86,337,0,0,2764,0,144,0,0,0,0,0,0,0,0,0,0
"FRA3007KANI2","Leporidae","Oryctolagus","Kaninchen",0,4958,0,0,0,8240,86,153,0,0,1622,0,120,0,0,0,0,0,0,0,0,0,0
"GEL0910BRAU1","Ursidae","Ursus","Braunbaer",0,0,0,0,0,7393,0,11547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910BRAU2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,4504,0,2538,0,0,0,590,86,0,0,0,0,0,0,0,0,0,0
"GEL0910BRAU3","Ursidae","Ursus","Braunbaer",0,0,0,0,0,12231,0,13378,0,0,0,195,32,0,0,0,0,0,0,0,0,0,0
"GEL0910BRAU4","Ursidae","Ursus","Braunbaer",0,0,0,0,0,7207,0,6832,0,0,0,314,19,0,0,0,0,0,0,0,0,0,0
"GEL0910EISB1","Ursidae","Ursus","Eisbaer",0,83,0,0,0,4208,0,5017,0,0,0,585,26,0,0,0,0,0,0,0,0,0,0
"GEL0910EISB2","Ursidae","Ursus","Eisbaer",26,783,0,0,0,17647,0,6543,0,0,0,6747,24,0,0,0,0,0,0,0,0,0,0
"GEL0910EISB3","Ursidae","Ursus","Eisbaer",75,27,0,0,0,11393,0,10120,0,0,0,5162,0,0,0,0,0,0,0,0,0,0,0
"GEL0910ERDM1","Herpestidae","Suricata","Erdmaennchen",0,407,0,0,0,4018,0,10364,0,0,0,327,0,0,13,0,0,0,0,0,0,0,0
"GEL0910ERDM2","Herpestidae","Suricata","Erdmaennchen",0,3220,0,0,0,3054,0,5927,0,0,0,1363,0,0,0,0,0,0,0,0,0,0,0
"GEL0910ERDM3","Herpestidae","Suricata","Erdmaennchen",0,3043,0,0,0,2856,0,2163,0,0,0,1275,0,0,0,0,0,0,0,0,0,0,0
"GEL0910FLUS1","Hippopotamidae","Hippopotamus","Flusspferd",0,3027,0,26,0,3154,25,6277,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
"GEL0910FLUS2","Hippopotamidae","Hippopotamus","Flusspferd",0,1936,0,37,0,5463,17,2031,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0
"GEL0910FLUS3","Hippopotamidae","Hippopotamus","Flusspferd",0,1872,0,145,0,4788,22,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910IMPA1","Bovidae","Aepyceros","Impala",0,3405,0,345,0,2768,0,114,648,0,198,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910IMPA2","Bovidae","Aepyceros","Impala",0,1930,0,109,0,1795,42,0,360,0,185,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910IMPA3","Bovidae","Aepyceros","Impala",0,4820,0,325,42,4097,0,147,1118,0,95,0,0,28,0,0,0,0,0,0,0,0,0
"GEL0910IMPA4","Bovidae","Aepyceros","Impala",0,1156,0,0,0,630,0,96,132,0,85,0,0,0,0,0,20,0,0,0,0,0,0
"GEL0910KAMT1","Ursidae","Ursus","Braunbaer",0,21,0,0,0,6651,0,5410,0,0,0,6064,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KAMT2","Ursidae","Ursus","Braunbaer",0,0,0,0,0,3576,0,2272,0,0,0,3635,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KAMT3","Ursidae","Ursus","Braunbaer",0,0,0,0,0,4179,0,3465,0,0,0,5625,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KUOT1","Mustelidae","Aonyx","Kurzkrallenotter",0,46,0,0,0,5408,0,16198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KUOT2","Mustelidae","Aonyx","Kurzkrallenotter",0,534,0,0,0,8702,0,12308,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
"GEL0910KUOT3","Mustelidae","Aonyx","Kurzkrallenotter",0,0,0,0,0,5721,0,13341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL0910NASH1","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,11037,49,261,794,6851,263,0,3403,64,32,0,0,0,93,0,0,0,0,0,0,0,0
"GEL0910NASH2","Rhinocerotidae","Ceratotherium","Breitmaulnashorn",0,5196,0,501,263,2341,0,0,1476,62,60,0,0,0,0,0,40,0,0,0,0,0,0
"GEL0910ORAN2","Homininae","Pongo","Orang-Utan",0,4731,0,923,18,6736,43,1192,1632,380,2331,0,279,1316,0,0,0,0,0,0,0,0,0
"GEL0910RENT1","Cervidae","Rangifer","Rentier",0,6529,24,499,373,7715,0,127,1210,0,316,0,0,23,0,0,0,0,0,0,0,0,0
"GEL0910RENT2","Cervidae","Rangifer","Rentier",0,4457,0,404,248,4173,0,32,868,0,657,0,0,15,0,0,0,0,0,0,0,0,0
"GEL0910RENT3","Cervidae","Rangifer","Rentier",0,4339,0,201,232,3586,0,0,753,0,665,0,0,0,0,0,32,0,0,0,0,0,0
"GEL1707GIRA1","Giraffidae","Giraffa","Giraffe",0,3923,0,282,0,3134,0,41,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA2","Giraffidae","Giraffa","Giraffe",0,2968,0,320,153,2947,0,106,1501,0,55,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA3","Giraffidae","Giraffa","Giraffe",0,2713,0,495,84,3628,0,101,1040,0,430,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA4","Giraffidae","Giraffa","Giraffe",0,3769,0,551,0,4707,0,111,1050,0,0,0,0,0,28,0,0,0,0,0,0,0,0
"GEL1707GIRA5","Giraffidae","Giraffa","Giraffe",0,3682,0,220,0,3141,0,94,968,0,114,0,0,0,0,0,0,0,0,0,0,0,0
"GEL1707GIRA6","Giraffidae","Giraffa","Giraffe",0,3271,0,380,135,2849,0,171,1098,0,50,0,0,0,32,0,0,0,0,0,0,0,0
